600649542	100573208
942712584	100680280
246459171	101146796
715536275	101595062
919445685	101732134
251114032	102049461
396115010	102478340
954013163	102668739
847210201	102680358
148716130	102927589
894524391	103249037
873926047	103685545
797343774	105000610
765086230	105356168
412568719	105494519
688967166	105775242
586517812	106231206
132646827	106258277
313984967	106779655
562797424	107069346
969312513	107195291
670397853	107261336
768233124	107742101
417566916	108051908
889555474	108283395
269573556	108827081
856073241	109057359
978687958	109168567
526984474	109654495
805614795	110362576
326895937	110586013
615145202	110953185
735893292	111527791
478889585	111911651
782014207	112269728
280393660	112384939
858473459	112591109
925270543	113092060
588157104	114812789
279748993	115055963
216079488	115830837
767353948	115930740
498737854	116189618
390307737	116759980
201184235	117387693
153030939	117823193
183028400	118440433
995599122	118842925
954380965	119788559
787484325	120392843
111608548	120482423
416458060	120627239
845434021	121882925
123736488	122450897
232106963	122779512
595137195	123605365
991589420	124364366
660768891	124742663
180515462	125423235
524296927	126296399
180382521	127221389
844488559	127297887
886788824	128451902
160048394	128501649
548503408	128815119
962562398	128892239
165432185	129149004
111995300	130407067
648363308	130988368
160001343	131247091
569826938	131323315
449512241	131803790
225446748	132359027
712242833	132795260
989644998	133243732
622988763	133693184
468657326	133965153
628181605	133970876
589495963	134516017
183497756	134769386
938374206	135949749
374884359	136206000
793821014	136852383
350808524	137059990
437787832	137212082
525794410	137547089
928467216	137823270
663182147	137883689
873199410	138049101
803312720	138092428
109868510	138305210
727313367	138342586
610980874	138744775
664837579	138958878
233404906	138982373
414788503	139398565
899252246	139708836
437865994	139794764
300203982	140538506
157615122	140790090
657950901	141452371
392986837	141814384
458905639	143144061
279158768	143864562
141411815	144131282
709985250	144704933
688233946	145353303
582570727	145474914
543249975	146870652
566154630	146987357
794113920	147024392
537473190	147156216
535834011	147422111
387127946	147850553
183600139	148224807
823597645	148735999
155915709	148866393
552876138	148977929
897328391	150659666
774151964	151524035
303187691	151803674
658049186	151856991
795833642	151901849
197965758	151998768
905333122	152141094
368843518	152517339
253593200	152723836
240802087	152902203
582826534	153151250
735472184	153900260
691685872	153908704
406062473	154661021
640289037	154838957
128510275	155124552
475095211	155151260
452506124	156016286
698363691	156069527
794848431	156137119
749868842	156313280
710411717	157282999
151509608	157915993
461030261	158109229
765358497	158465682
156358605	159656555
370009825	161846596
350249638	162591915
328019545	162774202
380843546	163491896
443865615	163865109
104236896	164033146
899886761	165584197
112639414	165934386
533521066	167193888
596680435	167617449
807026649	167953025
573069347	168503821
156318749	169076032
420480540	169245181
202739446	169699397
585045233	169819119
509555563	169970249
147191078	171197517
152679916	171758571
462137592	172733811
441108791	173210773
580302918	173724352
647582992	173796640
935750853	174898403
957252074	175175840
999067828	175838539
722156764	175861750
546246551	176834615
384212989	176932942
484869909	177111378
559663401	177381564
623495592	177422816
727449046	177808539
781180793	178193166
326558831	178675604
150517844	179279242
474665406	179629835
478002615	180212360
122693025	181735641
638396527	181910565
427417996	182948356
357226588	184321374
748398716	184986424
379692343	185827071
933287346	185961740
500270571	188173481
951983899	188182611
452614840	188556753
454325236	188916193
397387575	189011752
890474819	189095770
682088597	190136750
425480811	190332326
517309619	191018916
864904762	191410882
765182409	191469959
959746843	191557475
793628581	191653273
583661006	192493518
677262236	193579874
186258935	194740159
331785176	195877746
464103483	196019591
264120414	196059642
939226190	196093893
117150663	196344403
654173296	196554230
927831981	196614237
541368791	196889011
115927157	198734031
553998597	198892609
704177704	199189390
519698987	199436109
873082729	201869544
412678849	201976584
473352129	203217371
368363912	203226848
126034694	203838552
684256717	203904740
156681509	203961418
155313341	205039169
256315543	205266494
101783400	205474076
303930972	205741181
320519566	206207379
851065594	206274613
592832263	206577349
790671422	206775737
852594924	207218508
684454609	207549185
102385467	208251228
524514750	208432381
934226596	209323235
551182054	209674122
966314065	209689704
235982793	209951380
426561043	210193569
480591854	210705044
576403641	211062276
400919529	211713737
527271896	211813545
612978652	212157421
105635474	212167433
434220080	212290344
125714602	215011029
691168596	215079348
458439430	215252176
883737019	215342365
860022630	215853924
702370400	216198698
711062400	216543991
901668824	216886665
267608428	217124737
553218977	217531249
124353256	217585023
289895487	217655366
933208314	218604116
650917751	218881819
381956614	218886802
106679226	219349662
699927694	219785419
328855786	220177709
464468358	220283148
763579731	220890853
541918065	222132260
997333895	222265718
348267361	222431033
835847274	222456576
768398818	222661118
738187224	222723572
413906431	224793355
896546267	225249805
771358172	225545208
510096927	225847963
586507794	225890663
302358278	226565648
711565513	226912605
421730769	227070436
841848129	227664080
519819694	227684004
587982084	227857365
869144113	228170009
637806468	228615272
317154369	229360615
290644899	229769825
998498871	230207884
417674731	230761785
267041332	230803315
964616063	231494957
476939567	232819258
825628751	233233956
514485077	233819699
821745803	234346911
696816646	234467447
177460872	234612318
696216297	235023244
312216024	235219157
103726991	235851515
400748467	238159410
931066350	239628440
353963814	239637174
193643092	239956264
353251294	240594923
743383662	241388681
618268211	241573341
402135176	241583019
132832882	241645992
902716069	242066024
237480825	242240187
242024391	243011699
809732713	243278428
326153323	243823745
361308828	245167097
638723389	245275520
357191308	245905110
191171222	246068145
925623061	246978789
628914018	248010582
178205005	248209787
439669220	248245378
699078285	249012056
593048013	249012445
394242262	249319990
587261420	249383205
441900561	250241836
451273231	250528388
866531788	251804086
453138674	251841973
474928453	252180018
182004509	253387243
127554770	253982684
423404719	254145422
994378988	254478117
209751879	255048306
565671090	255078565
